solution_id,objective,stored,replayed,matches
formal-run-01-CCP30-solution-0116,emission,9284440197.793722,9284440197.793722,True
formal-run-01-CCP30-solution-0116,makespan,574.7645130351591,574.7645130351591,True
formal-run-01-CCP30-solution-0117,cost,11874819.023551974,11874819.023551974,True
formal-run-01-CCP30-solution-0117,emission,9818776193.867802,9818776193.867802,True
formal-run-01-CCP30-solution-0117,makespan,533.1477939747391,533.1477939747391,True
formal-run-01-CCP30-solution-0118,cost,11958031.459704118,11958031.459704118,True
formal-run-01-CCP30-solution-0118,emission,9503489638.535896,9503489638.535896,True
formal-run-01-CCP30-solution-0118,makespan,574.7027832522273,574.7027832522273,True
formal-run-01-CCP30-solution-0119,cost,11895354.862590794,11895354.862590794,True
formal-run-01-CCP30-solution-0119,emission,9716828991.045424,9716828991.045424,True
formal-run-01-CCP30-solution-0119,makespan,554.5387058180277,554.5387058180277,True
formal-run-01-CCP30-solution-0120,cost,11940906.810352579,11940906.810352579,True
formal-run-01-CCP30-solution-0120,emission,9512257095.390577,9512257095.390577,True
formal-run-01-CCP30-solution-0120,makespan,562.9002955865794,562.9002955865794,True
formal-run-01-CCP30-solution-0121,cost,12178474.00179959,12178474.00179959,True
formal-run-01-CCP30-solution-0121,emission,9408084322.992693,9408084322.992693,True
formal-run-01-CCP30-solution-0121,makespan,550.9444389809082,550.9444389809082,True
formal-run-01-CCP30-solution-0122,cost,12129043.82917075,12129043.82917075,True
formal-run-01-CCP30-solution-0122,emission,9494825739.329424,9494825739.329424,True
formal-run-01-CCP30-solution-0122,makespan,545.7816027559023,545.7816027559023,True
formal-run-01-CCP30-solution-0124,cost,12034948.033903359,12034948.033903359,True
formal-run-01-CCP30-solution-0124,emission,9565222892.33571,9565222892.33571,True
formal-run-01-CCP30-solution-0124,makespan,541.5757374678153,541.5757374678153,True
formal-run-01-CCP30-solution-0125,cost,12140361.735163622,12140361.735163622,True
formal-run-01-CCP30-solution-0125,emission,9438154549.189392,9438154549.189392,True
formal-run-01-CCP30-solution-0125,makespan,550.9444389809082,550.9444389809082,True
formal-run-01-CCP30-solution-0126,cost,12138353.737518094,12138353.737518094,True
formal-run-01-CCP30-solution-0126,emission,9440087219.045822,9440087219.045822,True
formal-run-01-CCP30-solution-0126,makespan,550.9444389809082,550.9444389809082,True
formal-run-01-CCP30-solution-0127,cost,11919635.157505311,11919635.157505311,True
formal-run-01-CCP30-solution-0127,emission,9621082787.314087,9621082787.314087,True
formal-run-01-CCP30-solution-0127,makespan,555.2163586788495,555.2163586788495,True
formal-run-01-CCP30-solution-0128,cost,11816588.487775471,11816588.487775471,True
formal-run-01-CCP30-solution-0128,emission,9891480494.46664,9891480494.46664,True
formal-run-01-CCP30-solution-0128,makespan,574.7027832522273,574.7027832522273,True
formal-run-01-CCP30-solution-0129,cost,12134876.249614306,12134876.249614306,True
formal-run-01-CCP30-solution-0129,emission,9442991264.853052,9442991264.853052,True
formal-run-01-CCP30-solution-0129,makespan,550.9444389809082,550.9444389809082,True
formal-run-01-CCP30-solution-0130,cost,12144881.48263653,12144881.48263653,True
formal-run-01-CCP30-solution-0130,emission,9432827669.216696,9432827669.216696,True
formal-run-01-CCP30-solution-0130,makespan,550.9444389809082,550.9444389809082,True
formal-run-01-CCP30-solution-0131,cost,12118789.394656345,12118789.394656345,True
formal-run-01-CCP30-solution-0131,emission,9450029177.642471,9450029177.642471,True
