solution_id,S,objective,seeds,mean_coverage,sd_coverage,q90_mean,q90_sd
formal-run-01-CCP30-solution-0011,30,makespan,10,0.8796799999999999,0.05308661266689035,566.3187456652713,17.05821702128689
formal-run-01-CCP30-solution-0011,100,cost,10,0.8992800000000001,0.027923100751090585,12139394.255149173,55404.85429800152
formal-run-01-CCP30-solution-0011,100,emission,10,0.88728,0.022706866313469538,9587723243.729055,1403575.263682118
formal-run-01-CCP30-solution-0011,100,makespan,10,0.89438,0.014920962137580518,572.0240820635714,1.5853787689026921
formal-run-01-CCP30-solution-0011,300,cost,10,0.8982000000000001,0.020275875100994052,12135600.531405613,40564.28797113959
formal-run-01-CCP30-solution-0011,300,emission,10,0.89252,0.013623248103476988,9588001879.39966,894238.2379592812
formal-run-01-CCP30-solution-0011,300,makespan,10,0.9034000000000001,0.009727852338060623,572.8168875156133,0.7065860852586114
formal-run-01-CCP30-solution-0012,30,cost,10,0.87504,0.06659815145916421,12337257.748574035,138816.30191237156
formal-run-01-CCP30-solution-0012,30,emission,10,0.8745800000000001,0.030253367122061354,9390043140.526049,1819024.3327615776
formal-run-01-CCP30-solution-0012,30,makespan,10,0.87666,0.044622171868054804,568.6908648035004,11.527132362867324
formal-run-01-CCP30-solution-0012,100,cost,10,0.89068,0.02893536091205898,12341934.513337106,54879.32481014171
formal-run-01-CCP30-solution-0012,100,emission,10,0.8869399999999998,0.019602732235867313,9390753565.363483,1317056.4362927359
formal-run-01-CCP30-solution-0012,100,makespan,10,0.89352,0.020184306334928195,573.6585077996946,4.406333663295983
formal-run-01-CCP30-solution-0012,300,cost,10,0.8960799999999999,0.023540074577433068,12351745.852423478,45799.11644282858
formal-run-01-CCP30-solution-0012,300,emission,10,0.8930400000000001,0.013277483027876777,9391129925.548395,976232.2142222289
formal-run-01-CCP30-solution-0012,300,makespan,10,0.9051400000000001,0.01175719165258252,576.0505691617561,2.7141004342169346
formal-run-01-CCP30-solution-0013,30,cost,10,0.8883000000000001,0.0718801626165229,12332414.85899872,144375.10444708558
formal-run-01-CCP30-solution-0013,30,emission,10,0.87532,0.04342535869486604,9310403196.759768,2502034.679276808
formal-run-01-CCP30-solution-0013,30,makespan,10,0.87944,0.062126308615772625,569.8492685667259,11.620467538622881
formal-run-01-CCP30-solution-0013,100,cost,10,0.8985999999999998,0.03155538341111105,12330749.441362862,68378.1528499126
formal-run-01-CCP30-solution-0013,100,emission,10,0.88724,0.023193064097316293,9310996328.525341,1459896.1688699084
formal-run-01-CCP30-solution-0013,100,makespan,10,0.9031400000000002,0.019808202565828333,574.0156841308728,2.755169935550105
formal-run-01-CCP30-solution-0013,300,cost,10,0.89558,0.021913456038597744,12319643.749644455,46736.77336017322
formal-run-01-CCP30-solution-0013,300,emission,10,0.8910399999999999,0.016285453631999316,9311218408.795605,1045388.356206264
formal-run-01-CCP30-solution-0013,300,makespan,10,0.9059200000000001,0.00850003921559581,573.6159870013224,0.9120741875015929
formal-run-01-CCP30-solution-0014,30,cost,10,0.8869399999999998,0.05685037281222426,12133034.911106443,112683.04492255933
formal-run-01-CCP30-solution-0014,30,emission,10,0.8671200000000001,0.045742875583708854,9444963279.706783,2513017.501523288
formal-run-01-CCP30-solution-0014,30,makespan,10,0.8811399999999999,0.040445524405605685,566.6004796742556,11.349631914088466
formal-run-01-CCP30-solution-0014,100,cost,10,0.9004999999999999,0.028578974400383542,12143483.87736327,59399.312935447386
formal-run-01-CCP30-solution-0014,100,emission,10,0.88576,0.02547012192964751,9445933981.516958,1537143.9232123052
formal-run-01-CCP30-solution-0014,100,makespan,10,0.8958999999999999,0.016388139342558408,572.4546952809899,4.679775470634544
formal-run-01-CCP30-solution-0014,300,cost,10,0.8952199999999999,0.022063232361152853,12130062.31243797,41122.963463140986
formal-run-01-CCP30-solution-0014,300,emission,10,0.8933600000000002,0.01749661554574357,9446338352.979343,1146598.207374575
formal-run-01-CCP30-solution-0014,300,makespan,10,0.89904,0.012103553197305314,573.7968966416987,2.1797804059075534
formal-run-01-CCP30-solution-0015,30,cost,10,0.8844200000000001,0.06386509740591233,12107852.831359431,126039.01734450864
formal-run-01-CCP30-solution-0015,30,emission,10,0.86904,0.04078439788829927,9602058916.875599,2224961.134976129
formal-run-01-CCP30-solution-0015,30,makespan,10,0.88072,0.04574093231328902,563.202747618789,14.68029273636868
formal-run-01-CCP30-solution-0015,100,cost,10,0.90148,0.028540217238136094,12121689.491501354,56741.243325525604
formal-run-01-CCP30-solution-0015,100,emission,10,0.88738,0.028948912856194713,9603056746.163612,1716237.3067263048
formal-run-01-CCP30-solution-0015,100,makespan,10,0.8941000000000001,0.02157390398915628,570.002281947124,7.3180102623622245
formal-run-01-CCP30-solution-0015,300,cost,10,0.8974399999999999,0.02158781549341614,12111522.37135956,43189.27268079217
formal-run-01-CCP30-solution-0015,300,emission,10,0.8922800000000001,0.016988152734577492,9603253790.765224,1068683.7203231363
formal-run-01-CCP30-solution-0015,300,makespan,10,0.9008200000000001,0.01135035975934976,572.7773755729257,2.1345218473601903
formal-run-01-CCP30-solution-0016,30,cost,10,0.88278,0.06205950191371003,11991264.907480387,115448.74700906093
formal-run-01-CCP30-solution-0016,30,emission,10,0.8701800000000001,0.046872825579196496,9810015177.623388,2617638.148163341
formal-run-01-CCP30-solution-0016,30,makespan,10,0.8843,0.04873303693480315,558.0707640526255,17.60895633179954
formal-run-01-CCP30-solution-0016,100,cost,10,0.8978400000000001,0.028734617140693242,11998320.185958844,48513.534535603656
formal-run-01-CCP30-solution-0016,100,emission,10,0.8870199999999999,0.02675459669747321,9810913068.080135,1678973.053771993
formal-run-01-CCP30-solution-0016,100,makespan,10,0.8953,0.022439498905080537,565.4638226422264,9.380694072422754
formal-run-01-CCP30-solution-0016,300,cost,10,0.89538,0.021031922826450698,11992144.921619425,34954.05037402602
