solution_id,decision_fingerprint,seed,S,objective,histogram_bins,histogram_smoothing,js_distance,js_divergence,wasserstein,wasserstein_normalized,wasserstein_scale,wasserstein_scale_basis,ks_statistic,kl_sample_to_oos,kl_oos_to_sample,symmetric_kl,sample_mean,oos_mean,mean_signed_error_pct,q90_reestimate,q90_oos,signed_error,signed_error_pct,coverage,exceedance,coverage_gap_pp,absolute_coverage_gap_pp
formal-run-01-CCP30-solution-0001,b2613fff54ca503d147adb3771dc151860deac6ba694a5fa2135d6edb22e8093,940001,30,emission,20,0.5,0.2486600874091185,0.061831839070310445,2334913.495034569,0.22560951672248444,10349357.283126831,oos_iqr,0.16773333333333332,0.31861915972071053,0.24423280233486805,0.28142598102778926,9265868999.046776,9267556450.429537,-0.018208158663903157,9280845179.704124,9279475925.810297,1369253.8938274384,0.014755724404855041,0.918,0.08199999999999996,1.8000000000000016,1.8000000000000016
formal-run-01-CCP30-solution-0001,b2613fff54ca503d147adb3771dc151860deac6ba694a5fa2135d6edb22e8093,940001,30,makespan,20,0.5,0.21779756707465564,0.04743578022363912,11.121367970332656,0.20342054106203158,54.671804097410586,oos_iqr,0.21266666666666673,0.262904580075083,0.17321482550987694,0.21805970279247996,519.8413732672033,511.5944187917268,1.6120102511974124,582.7933312230111,573.0069269542795,9.786404268731644,1.7079033094328555,0.9522,0.047799999999999954,5.220000000000002,5.220000000000002
formal-run-01-CCP30-solution-0001,b2613fff54ca503d147adb3771dc151860deac6ba694a5fa2135d6edb22e8093,940001,100,cost,20,0.5,0.1424876132879943,0.020302719940509015,44932.62058150298,0.12772287415481612,351797.75650083646,oos_iqr,0.09599999999999997,0.12166906218733099,0.07315903181022325,0.09741404699877712,11972277.96170559,11930305.392752346,0.3518147069289805,12344384.04453748,12300554.830207704,43829.214329777285,0.35631900296189484,0.9162,0.08379999999999999,1.6199999999999992,1.6199999999999992
formal-run-01-CCP30-solution-0001,b2613fff54ca503d147adb3771dc151860deac6ba694a5fa2135d6edb22e8093,940001,100,emission,20,0.5,0.1576994218625906,0.024869107655795312,1073475.0482869947,0.10372383703837769,10349357.283126831,oos_iqr,0.0786,0.10938714600165973,0.10012058597802073,0.10475386598984024,9267532341.584753,9267556450.429537,-0.0002601424109228442,9281450393.998243,9279475925.810297,1974468.1879463196,0.021277798484874093,0.9266,0.07340000000000002,2.6599999999999957,2.6599999999999957
formal-run-01-CCP30-solution-0001,b2613fff54ca503d147adb3771dc151860deac6ba694a5fa2135d6edb22e8093,940001,100,makespan,20,0.5,0.1545434347638027,0.023883673228593735,5.6064977839921575,0.10254824907557235,54.671804097410586,oos_iqr,0.11780000000000002,0.12033159994618595,0.08984038608614885,0.10508599301616739,516.3180545171339,511.5944187917268,0.9233165085270574,579.8166943677339,573.0069269542795,6.809767413454438,1.1884267175705177,0.948,0.052000000000000046,4.799999999999994,4.799999999999994
formal-run-01-CCP30-solution-0001,b2613fff54ca503d147adb3771dc151860deac6ba694a5fa2135d6edb22e8093,940001,300,cost,20,0.5,0.10411956873871711,0.010840884594336436,19182.9370590703,0.0545283098160539,351797.75650083646,oos_iqr,0.035599999999999965,0.057212957538179954,0.04024253010530101,0.048727743821740485,11940656.751765892,11930305.392752346,0.08676524760074208,12343587.00139274,12300554.830207704,43032.17118503712,0.34983926968366263,0.9162,0.08379999999999999,1.6199999999999992,1.6199999999999992
formal-run-01-CCP30-solution-0001,b2613fff54ca503d147adb3771dc151860deac6ba694a5fa2135d6edb22e8093,940001,300,emission,20,0.5,0.07606604620554135,0.005786043385343551,739225.3142675261,0.0714271711802557,10349357.283126831,oos_iqr,0.0600666666666666,0.024640173664177773,0.022539130096951313,0.02358965188056454,9266842191.171068,9267556450.429537,-0.007707093690651576,9278711198.881357,9279475925.810297,-764726.9289398193,-0.008241057308126399,0.8866,0.11339999999999995,-1.3399999999999967,1.3399999999999967
formal-run-01-CCP30-solution-0001,b2613fff54ca503d147adb3771dc151860deac6ba694a5fa2135d6edb22e8093,940001,300,makespan,20,0.5,0.08802224629804505,0.007747915843353704,2.626019984564092,0.048032436974006276,54.671804097410586,oos_iqr,0.026933333333333365,0.03685427827633718,0.028722240518922706,0.03278825939762994,512.4442516235296,511.5944187917268,0.16611456274481556,574.1402033968398,573.0069269542795,1.133276442560259,0.19777709295487866,0.9134,0.08660000000000001,1.3399999999999967,1.3399999999999967
formal-run-01-CCP30-solution-0002,e34f474f6d450f85db480de42503cd3e80544f8046b8077b869342d14ab6fc4e,940001,30,cost,20,0.5,0.23875828882486105,0.057005520482575775,58738.23543917962,0.20209622458356533,290644.8923537005,oos_iqr,0.17226666666666673,0.3501978071421965,0.20749744309788992,0.27884762512004324,11745087.479835121,11736083.727233017,0.07671854437448604,11907226.347855614,12056940.434353117,-149714.0864975024,-1.2417253557206855,0.8,0.19999999999999996,-9.999999999999998,9.999999999999998
formal-run-01-CCP30-solution-0002,e34f474f6d450f85db480de42503cd3e80544f8046b8077b869342d14ab6fc4e,940001,30,emission,20,0.5,0.27894380030225513,0.07780964372706438,2609363.5798979034,0.2568943684189071,10157340.528551102,oos_iqr,0.25860000000000005,0.35444410098187235,0.3226061014350819,0.3385251012084771,10254506620.852612,10256668790.991785,-0.021080627474999447,10269781473.801048,10268577987.354298,1203486.4467506409,0.011720088684457852,0.9168,0.08320000000000005,1.6799999999999926,1.6799999999999926
formal-run-01-CCP30-solution-0002,e34f474f6d450f85db480de42503cd3e80544f8046b8077b869342d14ab6fc4e,940001,30,makespan,20,0.5,0.23490575682649997,0.05518071459023074,6.392800454546775,0.12167126778618205,52.54157839286353,oos_iqr,0.1008,0.3413293625328808,0.19766223566175772,0.26949579909731924,498.23802294916226,500.12755752682256,-0.37781053037833473,526.5617176041669,561.4308751718597,-34.86915756769281,-6.210765939265276,0.7992,0.20079999999999998,-10.08,10.08
